Vocabulary	Count
nasuhto	1
kiteldohna	1
nasahsoh	1
achopel	1
ngaitouvem	1
siloam	1
gabei	1
amupon	1
lhoupa	1
lhutan	1
hoita	1
laiying	1
chamona	1
lha-gao	1
nachamo	1
cholng-ah	1
kiboldamtau	1
nasanganu	1
a-ankonga	1
chehji	1
chatauve	1
kate-kah	1
athea	1
kotjim	1
ahilpeh-in	1
lhomu	1
nakio	1
kaneuvin	1
kakhosung	1
nakiledoh-u	1
kachaisoh	1
akamhel	1
agaloidoh	1
akikouhon	1
alhenu	1
sangjep	1
natoupi	1
koujo	1
lesahna	1
atoupiho	1
aphasadem	1
anathu	1
phauve	1
amasa-pen	1
ka-chea	1
kagavet	1
akhoh-e	1
asoh-pa	1
mit-cho	1
daipamah	1
adimna	1
gajol	1
kouho	1
kagolvah	1
amanlutje	1
goan	1
ajojou	1
kiheam	1
akisatto	1
ajolou	1
nuse	1
tamsa	1
ki-alsah	1
leining	1
dinla	1
amanglou	1
apujin	1
amansah	1
dea	1
neikipapiuvin	1
kadangka	1
vahmangpa	1
koimanla	1
khujatpin	1
nehval	1
keimala	1
gatinge	1
ageina	1
silpeh-in	1
bupeh-un	1
sepeh-un	1
hinlauvin	1
neuhiten	1
amasangsa	1
agajol	1
kajenin	1
nathapeh-in	1
sumching	1
naneichin	1
kapakaipan	1
ahatpon	1
kapakaipa	1
chondihji	1
nachinsah	1
lo-nei	1
kichonphatsah	1
ti-na	1
akotbul	1
uichahon	1
ati-na	1
dopa	1
pomangun	1
dedap	1
meikongah	1
gimthoh-in	1
gimthoh	1
kikoidet	1
lhuhsahpa	1
phoh-un	1
kakisih-e	1
khansah-in	1
khansah	1
techa	1
kibotdoh-in	1
neigotpeh-in	1
neijenin	1
nakithupeh	1
anakimutopin	1
nei-lungset	1
gaki-vetsah	1
patauve	1
adamtheng	1
akinunglen	1
namdangpa	1
natahsanin	1
mutheiyin	1
asalvahji	1
hetsahnan	1
kakilungdoupi	1
neilahpeh-in	1
phasah-in	1
maitange	1
lungvai	1
neivei	1
achumin	1
nalhin	1
hoppeh-in	1
heo-bil	1
ka-hinjui	1
mube	1
aboldingu	1
minem	1
anave	1
anakal	1
-e	1
taget	1
milun-tah	1
anakiveiyun	1
ipipi	1
aveikanum	1
kachun	1
kakoihe	1
nala-doh	1
kakoina	1
kalahjia	1
ka-atji	1
chuti-an	1
kholpungna	1
nanakoida	1
thoitoh	1
kilahtha	1
aneichan	1
kavaipoh	1
nomlouho	1
eimelmah	1
tilhon	1
aneiten	1
kumlhahna	1
aseiyuite	1
nangmatah-in	1
kihettave	1
nagalteuvin	1
kikibanga	1
nakivil	1
eise	1
ajopsoh-u	1
leilhouhon	1
i-lon	1
sugamin	1
adeimoa	1
din-gin	1
lhemin	1
ka-heuve	1
denarion	1
ceasar	1
petangu	1
behtauvin	1
asagiuvin	1
chabeiyin	1
ahidol	1
alabua	1
aneisun	1
namelmaho	1
galmin	1
adana	1
chuie	1
khodah-un	1
nakilhatdoh	1
motneh	1
lontin	1
nasochat	1
agageh	1
akihoutauvin	1
a-inneipa	1
kasejuite	1
kihomun	1
adana-e	1
totauvin	1
akiseidem	1
alalta	1
nachuti	1
toujoh	1
eikitepna	1
eigotpeh	1
kagotpeh	1
chetha	1
michonseho	1
songse	1
a-ul	1
ahungtoh	1
namatsah	1
matnan	1
nadenga	1
gotnan	1
eihotah-in	1
kavaiyu	1
apuiset	1
kamanui	1
ahapan	1
gililee	1
aseipaiten	1
elnopnan	1
atanu	1
apuisei	1
kittah	1
alhadohpeh	1
ahivahgin	1
kikhuma	1
i-bol	1
a-oginun	1
joujotai	1
athumpau	1
dingjoh-in	1
chavop	1
neilhuh	1
neiselun	1
i-aloda	1
thatha	1
akhenbeh	1
akikhaiya	1
manbou	1
ikisan	1
neihe	1
gingtah-in	1
koikhahna	1
ngah-un	1
agotsau	1
geldohun	1
akidohto	1
a-ngui	1
cleopas	1
athilbola	1
kakineppiu	1
thilsona	1
mosea	1
konjong	1
nedinga	1
soulah	1
akitito	1
aumpiho	1
akimusah-e	1
ahebal	1
alailunguvah	1
olmoa	1
ginchatlel	1
neitham	1
umjingun	1
kiletauve	1
muthim-in	1
van-noiya	1
ana-sanga	1
lunglama	1
dim-set	1
ichang	1
solte	1
khosama	1
nahiloule	1
amasatai	1
ahet-tohsah-in	1
hungvetan	1
mitahbeh	1
akouvu	1
i-ikin	1
hijep	1
songbel	1
adaojep	1
khuppeh-in	1
podoh-un	1
inin	1
eine	1
chaiye	1
neimusah-um	1
suchimun	1
ahesoh-e	1
angampipoi	1
thahpen	1
nathahpen	1
anungjin	1
najanan	1
kahettohsah-u	1
nasangpouve	1
themo	1
adeijouvin	1
kisosal	1
ahungjong	1
ahungjipoi	1
salim	1
aenon	1
thengthudol	1
asangpoi	1
ijeh-inem-itile	1
atepten	1
sychar	1
kihetle	1
nathumjoh	1
peta	1
athalna	1
twikulla	1
aganchaho	1
kahungji	1
ahoujiu	1
munchu	1
chutobangho	1
ahouten	1
eiseidohpeh	1
khatouvin	1
natiji	1
khodauvin	1
agusoh	1
kemlouvah	1
a-atpa	1
a-atji	1
aumpina	1
anichongin	1
atahsanbe	1
katansan	1
keihotah-in	1
huhhingtah	1
vaibolpa	1
nijou	1
athikoncha	1
tahsanpon	1
hungsuh-in	1
kichetan	1
adongiil	1
akhosih-in	1
nakongpa	1
aleibuh	1
cholohji	1
damhel	1
koimala	1
eikhel	1
achejitai	1
ajottan	1
eiboldampa	1
akiboldama	1
aboldampa	1
agaseitan	1
abolsetauve	1
a-pan	1
avetsahji	1
atanpoi	1
geita	1
thilphalou	1
nasolun	1
ahettohsah-e	1
bolchai	1
kathibol	1
eisolpatah	1
namukha	1
athujong	1
naholtoh	1
nompouve	1
kasangpoi	1
neisang	1
kisangtouva	1
nakineppiu	1
ajuiyui	1
adahdoh	1
ichoh	1
akihetnan	1
denaria	1
ikham	1
ahoppeh-in	1
agochana	1
nongu	1
dimui	1
akigouve	1
akitoltauve	1
alhungpai	1
nanehva	1
anamdet	1
kasepeh	1
ka-panbou	1
gilkellou	1
dangchahta	1
kaledoh	1
kihouvin	1
jingjie	1
einea	1
muleu	1
i-nati	1
tahsaphen	1
imachapa	1
naumui	1
nomum	1
kalhendoh-u	1
anomta	1
asopihon	1
naseijui	1
go-an	1
kimusah-in	1
eihouve	1
tohsahjin	1
kichoiat	1
asolpa	1
nagoa	1
puluiho	1
sapeh	1
alimsoa	1
neiheuvin	1
alhapon	1
abolnah	1
umtadi	1
hoiyabep	1
akikhenlo	1
alhapouve	1
anadong	1
khuchepa	1
aseikhapoi	1
khatbeh-in	1
changjia	1
idan	1
ajonpet	1
ahilpanin	1
alailungah	1
adin-sah-un	1
numei-nu	1
cheng-in	1
hoilam-ba	1
hitauvem	1
eichantapoi	1
kachanpoi	1
eijuiya	1
natanjiu	1
neihepouvin	1
ka-pajong	1
lamala	1
louseuva	1
eilhapoi	1
atahsantai	1
neigouve	1
achonpoi	1
nanomui	1
dinglou	1
photna	1
neijabol	1
kaholpoi	1
bonla	1
kakichoiatna	1
kangaiye	1
napuluiyu	1
namutah-em	1
asena	1
akilotauve	1
itoh	1
gakiphet	1
agaphet	1
akhutdoji	1
khutdojia	1
akititauve	1
kimkhatsen	1
gaphet	1
kagaphet	1
damdol	1
akholtoh-u	1
khentauve	1
khomupa	1
kihoulhusa	1
aveini	1
i-nalom	1
kaseitame	1
ahasah-e	1
akijakha	1
khomuho	1
amitchotna	1
thuletoa	1
tahben	1
kotngahpan	1
ahonjin	1
ajuijiuve	1
asuchehji	1
agelpoi	1
eiheuve	1
kathudol	1
kaung	1
chungungpen	1
neiseu	1
na-phatoh	1
kaseu	1
nahinasa	1
nakihisah	1
nataitome	1
hihjongleu	1
achansahna	1
akisupoi	1
akisui	1
igolpau	1
a-ihmutai	1
sukhang	1
a-ihmuttah	1
damta	1
vehta	1
cheuhite	1
ahetai	1
agakimu	1
topi	1
tujeng	1
akimutopina	1
aumpia	1
alhembiho	1
akau	1
ahimsan	1
nakoiyum	1
ahindohsah	1
ahimsa	1
tangdoh-un	1
auitai	1
avandah-in	1
lhanpon	1
khunla	1
i-mun	1
eilah	1
gaova	1
avaipiu	1
ahidohna	1
jingtauve	1
touvem	1
ajenlen	1
spikenard	1
akilahji	1
kakivui	1
keimabou	1
popuihon	1
alamtou	1
ajuitah	1
agajin	1
eijuihen	1
sangtei	1
kaumle	1
judaten	1
atahsanlouvu	1
htia	1
asuchon	1
alungun	1
eikikaidoh	1
eisolpajoh	1
ja-hen	1
hihjongle	1
kapao	1
alheiyin	1
tinotpon	1
keojeng	1
sillou	1
neitiuve	1
nakisilpeh	1
kahe-nai	1
nepan	1
kamisol	1
akivetouvin	1
agelmouve	1
akhasuh-in	1
aki-ngai	1
aki-ngaiyin	1
kadea	1
athuti	1
paijentai	1
kingailuto	1
naki-ngailut	1
kilepsan	1
khonglou	1
alhungpoi	1
nakiphona	1
nakiphon	1
kachenpi	1
nageldohsah	1
kadalhahpeh	1
kachemanga	1
kipatdoh-un	1
apaidohji	1
ahaga	1
angimsa	1
hagan	1
agaji	1
akimna	1
ki-ngailuto	1
neilhen	1
keimajoh-in	1
nagauva	1
nakingailuto	1
eibolseuva	1
apaomea	1
akilepna	1
kakop	1
eimutauvin	1
eihotauve	1
nageldohna	1
kaseida	1
adimjotai	1
ahetphotsah	1
napuihoi	1
naseitohpeh	1
kidongtoa	1
namao	1
ahejitapoi	1
nalunghemu	1
kaminin	1
kahetsahna	1
na-ngailu	1
na-ngaipoi	1
katahsanui	1
navacheh	1
na-chapa	1
neichoin	1
neiminpeh	1
kanahon	1
kahongin	1
kimna	1
ahiloujeh-un	1
ahotauve	1
katijoh	1
einia	1
hichechu	1
achamkimna	1
nahepouvin	1
neingailutna	1
apuijiya	1
chejiuva	1
chesah-un	1
malchus	1
innpi	1
insungah	1
adapjeh	1
adongtan	1
anahitai	1
kaikhomna	1
abengin	1
khangse	1
tantauvin	1
natiha	1
nabolsetba	1
alhuhsah-u	1
hi-hih	1
akihisah	1
khetbehna	1
achungnunge	1
gabbatha	1
kakhetbeh	1
akhetbeh-u	1
achedohtan	1
akikhet	1
latin	1
achangui	1
khui	1
asantauve	1
botse	1
kiveu	1
clopas	1
apuitai	1
guilhunsoh	1
achah-e	1
akamtoh	1
sutouvin	1
akenggu	1
akikhetbehpi	1
kengle	1
bongui	1
anahitah	1
atengin	1
agahsun	1
amupatah	1
dangman	1
asutpau	1
anaphal	1
tuitoh	1
atomtauvin	1
lupsahna	1
akomcha	1
dangpa	1
alutpoi	1
atuma	1
seijuidang	1
honbol	1
nakoiyem	1
rabboni	1
neitong	1
kakaltouve	1
changun	1
beiyu	1
ki-umsah	1
akhutphang	1
kakhoiya	1
getjou	1
thomsa	1
hinkhoiyin	1
gingchalel	1
asutlo	1
akisunpoi	1
nitoh	1
chenge	1
lhonu	1
amanpouvin	1
kongsih	1
achomlhan	1
toubou	1
namatsau	1
galauvin	1
athumveina	1
anneh-u	1
achaiyun	1
ngailutjoh	1
he-nge	1
nommotan	1
nacheji	1
a-ngailut	1
thimtan	1
dolponte	1
kipattil	1
lhenho	1
hetphotna	1
nakiledohsah	1
athuneinaa	1
atolmangtan	1
akaltouva	1
akenguvah	1
nadinuva	1
kilatou	1
lhenbe	1
olivet	1
aluttou	1
phillip	1
asopiteho	1
akikhoma	1
atumpi	1
apohkeh-in	1
akeldama	1
onghen	1
achansah-a	1
aanguva	1
asanun	1
atounau	1
kichihlai	1
adatmovin	1
ipenna	1
ijah-uham	1
parthia	1
taiyun	1
twithah	1
nunungle	1
nalhangval-hovin	1
na-upahovin	1
niteng	1
leisetna	1
melchihnaho	1
thimsoh-a	1
bolle	1
aphotchen-sah	1
ageltohsa	1
nakhenbeh-un	1
asutlhappeh-in	1
atuhden	1
ahiloujeh	1
kamaikoh-a	1
monmangsah	1
namaisoa	1
neidip	1
abuikhuh	1
tounaa	1
khulah	1
kabonchau	1
a-paa	1
bunglhan	1
akalpoi	1
hichengchu	1
ajahuvah	1
heiyunlang	1
i-pathenun	1
kihuhdoh-un	1
nilele	1
abetauve	1
kithokhom	1
semkeh-in	1
khombep	1
aumdet	1
ainhovah	1
asemkeh-un	1
lungdeiyin	1
abe	1
petter	1
adoa	1
akoijiu	1
luttah-in	1
kaneisun	1
a-ahkhomit	1
guho	1
ahatdohtai	1
avalea	1
kempum	1
houdih	1
nangaitouva	1
vetjingu	1
agotsan	1
tolthatjoh	1
adamsahhel	1
nanghole	1
navaipo	1
pipuhovin	1
chulmanga	1
haldohna	1
akiledohsah	1
luttahdi	1
kisumanghel	1
abanjom	1
nagitlounau	1
lehei	1
achuvin	1
lhonjeh	1
alungphamo	1
avaipoho	1
chengseutoh	1
aumkhomui	1
lunguvah	1
michatmo	1
anguva	1
insahon	1
nadeimova	1
iumna	1
hakatje	1
kivopsa	1
ga-umdoh	1
asoldoh-un	1
inel	1
hagih-in	1
akhamchah	1
ngaijoh	1
mituma	1
dihnam	1
geltoh-un	1
pehnaje	1
ataovu	1
lungkhattah-in	1
mohthil	1
golun	1
avaipoteu	1
akikhomui	1
nakhutle	1
gihsalnau	1
kilingin	1
adimun	1
solchahhon	1
solchaho	1
alodim	1
apudoh-un	1
manseh	1
bouva	1
hijatbou	1
nakithukop	1
vuiho	1
naputdoh	1
athipaitai	1
kempuma	1
angapcha	1
aotcha	1
lhehji	1
aumbebe	1
talaiyah	1
khopihoa	1
bolgimho	1
boldamin	1
abolgentheiyu	1
athangseuvin	1
jalhang	1
ahentauve	1
ahongin	1
cheuvinlang	1
gadingun	1
gahilun	1
houvai	1
poloi	1
khatteho	1
mutapouve	1
akikhahchah	1
kagatoh-un	1
kahonule	1
kamutapouve	1
changuvah	1
alungdong	1
nahenhou	1
ahilui	1
agakaiyui	1
kangchanbou	1
adinsah-ui	1
hildauvin	1
kakhamu	1
nathuhilu	1
kanunjoh	1
nakhaiyuva	1
akaithoutan	1
ajahtah-u	1
chomchakhat	1
tumasang	1
theudas	1
asohdoh-in	1
athattauvin	1
asohtauve	1
jouma	1
aloimangin	1
amangthah-in	1
achehgam	1
kingaitole	1
joupouvinate	1
akilolun	1
avovin	1
akhamun	1
aintinuva	1
hilleh	1
atangdeh	1
ameithaiteu	1
lhengdoh-un	1
taonale	1
kapandet	1
alunglhaiyun	1
tahsanle	1
prochorus	1
nicanor	1
timon	1
parmenas	1
nicolaus	1
alhengdoh-un	1
adinsah-un	1
chaljaltan	1
anungtauvin	1
libertine	1
mihole	1
akinelpitauve	1
lhagaole	1
atiluvin	1
tanglouva	1
ataitomjia	1
amuve	1
nainkoho	1
lutsahtai	1
athuteptan	1
nateu	1
agahsoldoh-e	1
hetchen	1
atamcheh	1
achasenu	1
heltah-in	1
avah-un	1
akivahtan	1
chihnale	1
ahilun	1
athule	1
gavil	1
ahuh-in	1
avolih	1
henahtau	1
touham	1
janhia	1
neigot-ham	1
agavechen	1
sutlhan	1
apenu	1
solinge	1
aledohpa	1
hikop	1
apuidohtai	1
asodohsah	1
ipateutoh	1
umkhoma	1
nunding	1
neisempeh-un	1
eipuidoh-uva	1
janelpi	1
kithale	1
moloch	1
rephan	1
napole	1
jibovui	1
kallampeh	1
aneison	1
anodohho	1
lungsungle	1
tanlouteho	1
nabolui	1
hungding	1
amatsahle	1
napangui	1
sonu	1
aselih-u	1
aaosot	1
anovin	1
aseptauve	1
aimudam	1
deltai	1
avahcheh	1
kipetumho	1
akauve	1
habolin	1
ajandoh-in	1
kiseiphong	1
avahchehho	1
ahille	1
elbaiho	1
anaumsah	1
anangai	1
sotpeh-a	1
amitpheldoiya	1
satah-a	1
aumsahsa	1
thuphale	1
khomjom	1
melchihnale	1
kibol-ho	1
alhunsuh	1
khatchabeh	1
chuloulai	1
kangap	1
manthan	1
nangaito	1
theikhat	1
vengvungna	1
thinkha	1
tamtah-ah	1
lhangpeh	1
candace	1
asimjipeh	1
naiyinlang	1
kiloipin	1
eihilchen	1
keldoh-a	1
iekhabu	1
vouho	1
hampoh	1
akamkapoi	1
akineo	1
aseiha	1
aseiham	1
kachanmo	1
uman	1
theiyinate	1
angahsah-in	1
kittapoi	1
thanomtah	1
achepaitah	1
azotus	1
amudoh-ui	1
ajotpaiyin	1
agathume	1
tol-ah	1
annelou	1
twidonlouvin	1
kaumnai	1
gachenlang	1
gaholin	1
abolsetje	1
nakimusah	1
nadimna	1
pullhan	1
ahattai	1
intinah	1
sucheh-a	1
kanchoma	1
agutuhnau	1
ahedohtai	1
kotpiho	1
agahkhai	1
alutle	1
apotleuvin	1
apuilha	1
suh-un	1
adetta	1
chulc	1
lungmonsah-in	1
tultul	1
sanah	1
agalhung	1
suhtai	1
alangthi	1
kicho-hing	1
thilpeh-a	1
bulhingtah	1
asilun	1
dorcas-in	1
abolpeh-u	1
avetsah-ui	1
ahinha	1
italia	1
jingjia	1
akhangmangin	1
jingho	1
agilkeltan	1
agaochangin	1
kikhailhah	1
namkimle	1
thilbohle	1
tihih-in	1
sol-ho	1
lhungam	1
sa-ih	1
akipatpaiyin	1
alhondoh-in	1
ainkoho	1
kahibou	1
abohle	1
kaanga	1
nataonaho	1
gakousah-in	1
kahinsolpai	1
nahungin	1
napehho	1
lhanglei	1
alhangsap	1
abollen	1
judahho	1
khotinle	1
donkhom	1
chungu	1
hinlhonpi	1
alhotauve	1
agalhun	1
oimovin	1
aban-chan	1
gaochanin	1
kikhailhan	1
kangaitoa	1
imatihchan	1
kaumnau	1
eisole	1
eilhon	1
nangmale	1
kagakipatle	1
achansahji	1
apehtah	1
athiptauvin	1
abechah	1
alutbe	1
akikhomji	1
agacheuvin	1
aguilhungin	1
akiloltauvin	1
thottauve	1
akhumu	1
alamtan	1
amatbetan	1
lilin	1
angasahtai	1
ataopeh-un	1
jantah	1
asukhangtai	1
alhadohtan	1
kagaochana	1
angaitobouve	1
anataovui	1
rhoda	1
akipaman	1
hongta	1
lutjel-in	1
athipbehna	1
puidohje	1
blastus	1
theipiuvin	1
akinitep	1
themgaole	1
niger	1
dohtha	1
manaen	1
kakouna	1
khenpeh-un	1
soldoh-in	1
seleucia	1
salamis	1
bar-jesus	1
doichoile	1
sergius	1
paulus	1
elymas	1
nangjouva	1
melmahpa	1
dihho	1
natat	1
meijinle	1
chupai	1
aholle	1
aloihotoh	1
alhungtauve	1
sopiteni	1
puidohtan	1
pa-naovah	1
somnga	1
atungdohtai	1
chuchepa	1
sonho	1
lhuttai	1
ajotsoh	1
neingai	1
tovem	1
sutlham	1
hinkithot	1
chenghole	1
poteuvin	1
jeh-ule	1
kisimji	1
aholmosan	1
lhanah	1
alhonpiho	1
kilekittha	1
lungthimpeh	1
miltan	1
akaithoupa	1
lhungkha	1
nahsahmoho	1
mangthah-un	1
ngaisahho	1
thingun	1
kalletauve	1
namdanghon	1
athanomun	1
achalsohtai	1
athinglha	1
kipanale	1
conium	1
khenun	1
avaipohovin	1
kolah	1
thahimhim	1
pasan	1
asah-un	1
mercurius	1
kotmaiya	1
asat-eh	1
lhonbouve	1
mohthila	1
lhutpeh	1
aningnop	1
analhatsah	1
anaumsahpoi	1
gotwile	1
napeuvin	1
thanopna-in	1
hounaa	1
sahtauve	1
aphudetpeh	1
atahsanu	1
attalia	1
atohchai	1
lungsetnaa	1
thilloupi	1
umchanje	1
seijuihotoh	1
hilui	1
akitohmo	1
jingtauvin	1
gacheuhen	1
ajotpeh-	1
anasangui	1
atahsanna	1
milungsung	1
eihole	1
naseuva	1
itahsanui	1
akitoh-e	1
kilengting	1
saphang	1
hetsahjia	1
kiheiho	1
dauhite	1
akikangsena	1
khotinah	1
hillhanglea	1
asimji	1
alhengui	1
athottauve	1
asalamui	1
asuchavaiyui	1
jauve	1
kakisauvin	1
lhendoh-a	1
ideitah-u	1
settoh	1
umteni	1
kasauve	1
akhohlai	1
kikangseleu	1
anadamselun	1
ahungsuh-un	1
asimjouvun	1
lungmonsahna	1
alungmonsah	1
aumjou	1
achangva	1
paulin	1
ihilna	1
gakimutopi	1
umnauvam	1
gavehite	1
akihanel	1
tentauvin	1
aphutdetji	1
lhondoh	1
anti	1
ahatdoh-in	1
ajotpeh-un	1
akigovin	1
ajadai	1
ajotpaiyun	1
achelhasuh	1
paljangin	1
samothrace	1
kajonun	1
neapolis	1
agamkol	1
tollo	1
ijat-jen	1
kaseitauve	1
neingaitou	1
ka-inah	1
eijolun	1
louhelun	1
phllippi	1
kacheule	1
eitohui	1
aphatchomsah	1
eijuile	1
eijuileuvin	1
asamjin	1
atheichim	1
paijengtan	1
kailhangah	1
ikho	1
lahle	1
atuhtai	1
ahinjan	1
silas-in	1
longgamin	1
akihennau	1
akilhamlha	1
hasap-in	1
alhujenge	1
puteni	1
ajepnau	1
asoppeh-in	1
achangpai	1
aluipeh-in	1
iungmongin	1
kihia	1
eivova	1
eikhumuva	1
hunguhen	1
lhauhen	1
ahedoh-un	1
apuidoh-un	1
ajoltauve	1
amphipolis	1
apollonia	1
athoh-a	1
ajoptauvin	1
thasehon	1
achohnoh-un	1
abuluvin	1
chohseho	1
alhunsah-e	1
lenan	1
danghoa	1
aphajouvin	1
tamtahle	1
pasal-injong	1
tilseuvin	1
gathahho	1
amuchan	1
epicureaus	1
stoic	1
mithemching	1
hinganai	1
atuhun	1
apuiyuh	1
kanauvah	1
neijahsah-ui	1
angainaa	1
kahedoh-e	1
nahouho	1
kavetlea	1
nahoujiu	1
leisetle	1
hinnale	1
peale	1
pejoh	1
asepeh-e	1
gamlapoi	1
chatloh	1
chomsun	1
einavet	1
aheina	1
chondihnaa	1
kichensah	1
kitnau	1
dionysius	1
damaris	1
atiutoh	1
claudius-in	1
ainnepipi	1
lhungtil	1
khomjiuve	1
akiveinau	1
lutjin	1
lhunsuh	1
hillam	1
athingin	1
chetange	1
nabulu	1
kumkeh	1
akigotle	1
hehnau	1
maile	1
anodohtai	1
vaipoi	1
maitah	1
avotauve	1
akilhan	1
asuhtopitai	1
akilhadoh-in	1
kitnange	1
akumin	1
kilesuh	1
kichehtah-in	1
atilkhouvun	1
anasanna	1
aphottohna	1
anelkhup	1
dengtan	1
achonlen	1
nachannah-uvem	1
kajapouve	1
ipiaba	1
minah	1
ajolluttai	1
alouchala	1
tyrannus	1
school	1
pitai	1
abolsahpoi	1
ahiveiyun	1
doithema	1
vopteho	1
apanun	1
nanghobou	1
athajouvin	1
mapun	1
aseidoh-un	1
asuhtoule	1
thahattah-in	1
chotsoh	1
gavenge	1
aumdene	1
asohpoi	1
phabepcha	1
ikiveiyu	1
ihaodoh	1
ajola	1
manggam	1
namuvin	1
ikiveinau	1
umjenggoh	1
pathenlennu	1
aloupinaa	1
kiloilha	1
alhailutpi	1
akihoutheipi	1
ahinsolun	1
aboilailai	1
ahinkaidoh	1
asonui	1
geijenin	1
thusunpa	1
lenle	1
hou-in-ngah	1
seitoi	1
thipbeh-a	1
doptoh	1
pathennu	1
atohpi	1
gamvaipoho	1
aumnauve	1
gakiheh	1
leltoh	1
ikikhoplo	1
idonbut	1
achonsoh-in	1
agotle	1
achanlhih	1
pyrrhus	1
sopater	1
secundus	1
alhonpiuve	1
einangah	1
kanichonui	1
hehbal	1
kakikhomun	1
akihoulimpin	1
kakikhopnau	1
eutychus	1
ana-ihmu	1
aseisot	1
anaihmulhun	1
agaphong	1
doh-ui	1
abongin	1
anuhkai	1
nalainai	1
akipatdohtai	1
alungmong	1
kanache	1
lalutpa	1
eikisuhtopi	1
kalalut	1
mitylene	1
chios	1
anikit	1
samos	1
ahitheile	1
kahungtila	1
eichanlhih	1
kaim	1
jalhanga	1
aintinah	1
kisoma	1
chedinga	1
kikanle	1
jingbou	1
kaitchapoi	1
achohsa	1
ahoilou	1
potdoh-a	1
ajuina	1
aloilutna	1
kigingpha	1
khantousah	1
akisuthengho	1
pathenle	1
kakhumu	1
kadeichapoi	1
kaloiho	1
kaboldohjin	1
tohuva	1
chatmoho	1
ochat	1
ataopitai	1
alungse	1
deh-un	1
kakikhenun	1
cos	1
akitnin	1
rhodes	1
patara	1
kamuvin	1
kachongun	1
kapelun	1
solhah	1
kakingauve	1
kaholdoh-un	1
chukomah	1
kanichongui	1
kamasot	1
ajiteule	1
kulpam	1
thah-ui	1
kadilsuvin	1
kakilha	1
kakaltauve	1
ptolemais	1
kacheu	1
kachaiyui	1
kaboh-un	1
kaumtauve	1
seiphonga	1
akikanin	1
kajoltauve	1
keogoh	1
kathiptauvin	1
katitauve	1
koihamin	1
eijuiyun	1
mnason	1
kagalhunule	1
einasangui	1
atanlou	1
nahillei	1
ajauve	1
seipeh-unge	1
akimehlihtho	1
jonthanhoiya	1
akisuthengun	1
apehpeh	1
agahet	1
kon-chan	1
mipichu	1
seiselea	1
alutpia	1
akhah-pai	1
aboiye	1
alhaisuh	1
atangui	1
ahinnaiyin	1
kim-khat	1
adom-peh	1
lellul	1
seitheiyingem	1
-em	1
tilsea	1
leikalbi	1
athipchet	1
ahathip	1
seilena	1
kikheltah	1
kihildoh-a	1
kakanin	1
kakhumjin	1
chungnungle	1
eihetpiuve	1
kageiyin	1
ahinsalvah	1
kalhutai	1
eibolsea	1
amunauvin	1
i-katidingham	1
eikaiyun	1
kaluttai	1
anamas	1
nakhongai	1
kisoplhah-in	1
kagaochang	1
tahsanho	1
kakhuma	1
kavohji	1
pettah-uva	1
kaphatsah-a	1
athatteho	1
kasoljoh	1
eititai	1
alehlhau	1
akitundohsah	1
dingthu	1
akantah	1
themmosahna	1
akichatai	1
hetchenna	1
alhamin	1
puilhan	1
aanguvah	1
adinsahtai	1
hekah	1
nadenjoh	1
nasolem	1
dinghon	1
kahetlou	1
akilangkhen	1
vengvung	1
adingdoh-un	1
anelun	1
hihdem	1
nela	1
sattel	1
kumlhasuh	1
nahettohseh	1
somun	1
lhotauve	1
miphil	1
kihanlhoa	1
hettoh-a	1
bolphat	1
ngaitoveh	1
kisanvin	1
kilangin	1
jalamkaiho	1
najah-a	1
dohtoh-a	1
napuina	1
akiloltauve	1
bolpouhite	1
akihahselun	1
alhadohtai	1
sepaijalamkai	1
tengchoi	1
lhungna	1
tousahna	1
gotsademin	1
lysias-in	1
kahinboh-e	1
seipai	1
aheh-u	1
kapuiye	1
theihoile	1
ahehpouve	1
ahitoh-e	1
antipatris	1
achepitauve	1
alhonsah-un	1
gampoh	1
nahehho	1
ngainange	1
thukalthem	1
ahehnan	1
amongui	1
phatdoh	1
kasangui	1
lungjing	1
neingaipeh-un	1
chohsea	1
kamandoh-un	1
inma	1
kahehnau	1
keinan	1
ajomun	1
henan	1
nini	1
toutoh	1
kakinel	1
kikhopnale	1
katilsetna	1
eihehnau	1
hetkahna	1
vaipiu	1
ahunau	1
thilkat	1
kakisuhtheng	1
eimuve	1
mihonpitoh	1
hitoho	1
amatdoh-um	1
eikikouva	1
felix-in	1
ahetchet	1
akhongaiyin	1
chennange	1
angah-a	1
umsah-a	1
drusilla	1
atijajahtan	1
kaon	1
eipente	1
akousah-in	1
porcius	1
achungthu	1
cacsarea	1
thempuiho	1
pipuhon	1
ahinpuina	1
chevah	1
hungsuh-uhen	1
hehtauhen	1
setahtah-in	1
jengjui	1
kasusepoi	1
sohkeinai	1
theiloma	1
kadapoi	1
eihetsah-un	1
akihehpa	1
nilelen	1
kousahtai	1
heh-unte	1
thukhoh	1
atannaje	1
kahevah	1
tandinga	1
jaleng	1
janaveh	1
vaipipoho	1
luttauve	1
namuve	1
aheh-un	1
gahsut	1
dohtoh	1
dingthem	1
gahsol	1
kasapoi	1
seidinga	1
kakisa	1
danle	1
nathemsoh	1
sohkeisau	1
kahoudanuva	1
nomleu	1
kineppijeh-a	1
gunchutah-a	1
eiheh-u	1
akaithoule	1
kaphasah-in	1
kataitomsah-in	1
kalungsa	1
